type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,close_reason,opening_time_bd,closing_time_bd
sell,0.01,0.01,XAUUSD,4347.575,4345.228,4349.986,4337.449,-0.11,0,2.35,user,2026-01-02 07:22:18.804,2026-01-02 07:26:13.000
buy,0.01,0.01,XAUUSD,4349.268,4349.481,4346.477,4354.897,-0.11,0,0.21,user,2026-01-02 07:29:32.506,2026-01-02 07:32:03.077
buy,0.01,0.01,XAUUSD,4350.473,4349.312,4348.715,4354.673,-0.11,0,-1.16,user,2026-01-02 07:33:01.827,2026-01-02 07:36:40.547
buy,0.01,0.01,XAUUSD,4349.456,4348.166,4348.166,,-0.11,0,-1.29,sl,2026-01-02 07:40:11.564,2026-01-02 07:40:52.399
sell,0.01,0.01,XAUUSD,4348.964,4346.518,4350.062,4346.518,-0.11,0,2.44,tp,2026-01-02 07:41:06.379,2026-01-02 07:41:59.188
buy,0.01,0.01,XAUUSD,4352.623,4349.57,4349.57,4359.619,-0.11,0,-3.05,sl,2026-01-02 07:50:05.099,2026-01-02 07:55:43.974
buy,0.01,0.01,XAUUSD,4349.0,4349.139,4349.139,4354.724,-0.11,0,0.14,sl,2026-01-02 08:01:02.249,2026-01-02 08:05:18.420
sell,0.01,0.01,XAUUSD,4347.121,4346.907,4349.771,4340.537,-0.11,0,0.21,user,2026-01-02 08:09:12.901,2026-01-02 08:13:04.498
buy,0.01,0.01,XAUUSD,4347.333,4345.358,4345.645,4351.253,-0.11,0,-1.97,sl,2026-01-02 08:15:25.986,2026-01-02 08:17:02.626
buy,0.01,0.02,XAUUSD,4346.537,4347.678,4345.599,4350.681,,0,1.14,user,2026-01-02 08:18:16.138,2026-01-02 08:18:59.721
buy,0.01,0.02,XAUUSD,4346.537,4345.599,4345.599,4350.681,-0.22,0,-0.94,sl,2026-01-02 08:18:16.138,2026-01-02 08:20:52.786
buy,0.01,0.01,XAUUSD,4347.261,4350.71,4344.879,4353.491,-0.11,0,3.45,user,2026-01-02 08:26:21.265,2026-01-02 08:35:37.289
buy,0.01,0.01,XAUUSD,4358.881,4358.717,4354.029,4371.02,-0.11,0,-0.16,user,2026-01-02 08:52:33.409,2026-01-02 08:55:40.962
buy,0.01,0.01,XAUUSD,4362.611,4361.18,4357.711,4369.391,-0.11,0,-1.43,user,2026-01-02 08:57:20.562,2026-01-02 08:57:33.183
buy,0.01,0.01,XAUUSD,4363.923,4364.352,4359.413,4409.82,-0.11,0,0.43,user,2026-01-02 09:00:27.585,2026-01-02 09:05:21.168
buy,0.01,0.01,XAUUSD,4381.494,4379.246,4379.246,4385.118,-0.11,0,-2.24,sl,2026-01-02 11:55:49.133,2026-01-02 12:00:30.996
sell,0.01,0.01,XAUUSD,4376.668,4375.694,4381.282,4369.602,-0.11,0,0.98,user,2026-01-02 12:38:22.926,2026-01-02 12:40:26.017
sell,0.01,0.01,XAUUSD,4377.979,4374.821,4378.614,4370.704,-0.11,0,3.16,user,2026-01-02 12:25:13.295,2026-01-02 12:45:42.155
sell,0.01,0.01,XAUUSD,4374.57,4376.351,4377.31,4367.521,-0.11,0,-1.78,user,2026-01-02 12:47:27.080,2026-01-02 12:52:49.125
buy,0.01,0.01,XAUUSD,4375.74,4373.9980000000005,4373.412,4382.574,-0.11,0,-1.74,user,2026-01-02 12:53:14.889,2026-01-02 12:55:37.211
sell,0.01,0.01,XAUUSD,4373.933,4378.043,4378.369,4354.656,-0.11,0,-4.11,user,2026-01-02 12:55:48.879,2026-01-02 13:14:59.651
buy,0.01,0.02,XAUUSD,4376.707,4375.594,4374.565,4381.138,,0,-1.12,user,2026-01-02 13:15:22.533,2026-01-02 13:16:26.601
buy,0.01,0.02,XAUUSD,4376.707,4374.565,4374.565,4381.138,-0.22,0,-2.14,sl,2026-01-02 13:15:22.533,2026-01-02 13:18:13.133
buy,0.02,0.02,XAUUSD,4383.82,4381.582,4381.582,4390.782,-0.22,0,-4.48,sl,2026-01-02 14:04:03.595,2026-01-02 14:05:31.203
buy,0.01,0.02,XAUUSD,4383.87,4385.417,4382.69,4406.493,,0,1.55,user,2026-01-02 14:06:26.728,2026-01-02 14:08:13.728
buy,0.01,0.01,XAUUSD,4385.731,4385.732,4384.561,4392.767,-0.11,0,0.0,user,2026-01-02 14:10:07.257,2026-01-02 14:11:03.263
buy,0.01,0.02,XAUUSD,4383.87,4383.326,4382.69,4406.493,-0.22,0,-0.54,user,2026-01-02 14:06:26.728,2026-01-02 14:18:29.054
buy,0.01,0.02,XAUUSD,4382.361,4383.767,4383.669,4404.514,,0,1.41,user,2026-01-02 14:21:27.322,2026-01-02 14:23:47.836
buy,0.01,0.02,XAUUSD,4382.361,4385.666,4383.669,4404.514,-0.22,0,3.31,user,2026-01-02 14:21:27.322,2026-01-02 14:31:42.860
buy,0.01,0.01,XAUUSD,4387.922,4391.219,4385.858,4404.214,-0.11,0,3.3,user,2026-01-02 14:34:23.187,2026-01-02 14:46:06.470
sell,0.01,0.01,XAUUSD,4321.819,4317.3060000000005,4324.354,4314.035,-0.11,0,4.51,user,2026-01-02 22:28:26.819,2026-01-02 22:31:11.530
sell,0.01,0.01,XAUUSD,4320.399,4324.284,4324.284,,-0.11,0,-3.88,sl,2026-01-02 22:37:01.498,2026-01-02 22:37:33.564
sell,0.01,0.01,XAUUSD,4324.066,4325.441,4325.441,4314.556,-0.11,0,-1.37,sl,2026-01-02 22:37:44.441,2026-01-02 22:41:22.611
sell,0.01,0.01,XAUUSD,4323.743,4327.219,4328.26,4313.637,-0.11,0,-3.48,user,2026-01-02 22:45:45.294,2026-01-02 22:47:19.880
sell,0.01,0.01,XAUUSD,4324.302,4327.589,4327.589,4313.18,-0.11,0,-3.29,sl,2026-01-02 22:49:06.555,2026-01-02 23:00:23.914
buy,0.01,0.01,XAUUSD,4358.038,4369.0830000000005,4359.055,4371.678,-0.11,0,11.04,user,2026-01-05 05:09:28.578,2026-01-05 05:13:44.728
buy,0.01,0.01,XAUUSD,4367.543,4365.304,4361.321,4374.413,-0.11,0,-2.24,user,2026-01-05 05:20:29.329,2026-01-05 05:21:44.203
sell,0.01,0.01,XAUUSD,4364.917,4368.268,4366.992,4358.377,-0.11,0,-3.35,sl,2026-01-05 05:22:44.360,2026-01-05 05:22:49.484
buy,0.01,0.02,XAUUSD,4368.538,4366.4130000000005,4365.787,4374.397,,0,-2.13,user,2026-01-05 05:23:03.437,2026-01-05 05:23:44.487
buy,0.01,0.02,XAUUSD,4368.538,4365.787,4365.787,4374.397,-0.22,0,-2.75,sl,2026-01-05 05:23:03.437,2026-01-05 05:24:46.777
sell,0.02,0.02,XAUUSD,4365.586,4367.041,4367.041,4360.666,-0.22,0,-2.91,sl,2026-01-05 05:25:02.059,2026-01-05 05:27:23.944
buy,0.02,0.02,XAUUSD,4365.067,4362.193,4362.193,4367.538,-0.22,0,-5.74,sl,2026-01-05 05:30:45.279,2026-01-05 05:31:16.778
buy,0.02,0.02,XAUUSD,4355.723,4357.733,4352.388,4357.733,-0.22,0,4.02,tp,2026-01-05 05:34:18.214,2026-01-05 05:34:38.944
buy,0.02,0.02,XAUUSD,4356.798,4357.072,4354.085,4360.339,-0.22,0,0.54,user,2026-01-05 05:35:39.906,2026-01-05 05:36:03.492
buy,0.01,0.01,XAUUSD,4359.006,4362.8240000000005,4361.897,4365.67,-0.11,0,3.81,user,2026-01-05 05:37:45.538,2026-01-05 05:42:03.990
buy,0.01,0.01,XAUUSD,4362.451,4365.385,4363.07,4369.545,-0.11,0,2.94,user,2026-01-05 05:44:34.015,2026-01-05 05:48:13.987
buy,0.02,0.02,XAUUSD,4369.207,4368.668,4365.769,4372.665,-0.22,0,-1.07,user,2026-01-05 05:49:24.005,2026-01-05 05:49:26.527
sell,0.01,0.01,XAUUSD,4373.659,4375.693,4374.92,4366.303,-0.11,0,-2.03,sl,2026-01-05 05:52:02.886,2026-01-05 05:52:52.521
buy,0.02,0.02,XAUUSD,4374.53,4372.546,4372.546,4382.558,-0.22,0,-3.97,sl,2026-01-05 05:53:29.551,2026-01-05 05:54:15.829
buy,0.01,0.02,XAUUSD,4373.655,4375.541,4371.636,4388.562,,0,1.88,user,2026-01-05 05:54:41.746,2026-01-05 05:57:54.173
buy,0.01,0.02,XAUUSD,4373.655,4373.929,4371.636,4388.562,-0.22,0,0.27,user,2026-01-05 05:54:41.746,2026-01-05 05:58:58.941
buy,0.01,0.01,XAUUSD,4373.707,4374.68,4371.522,4379.953,-0.11,0,0.97,user,2026-01-05 06:00:22.718,2026-01-05 06:01:15.707
buy,0.01,0.01,XAUUSD,4374.399,4373.604,4372.119,4405.079,-0.11,0,-0.8,user,2026-01-05 06:01:25.626,2026-01-05 06:02:16.539
buy,0.02,0.02,XAUUSD,4372.185,4371.618,4371.01,4378.868,-0.22,0,-1.13,user,2026-01-05 06:04:43.906,2026-01-05 06:04:55.564
sell,0.02,0.02,XAUUSD,4370.46,4371.784,4371.784,4368.327,-0.22,0,-2.65,sl,2026-01-05 06:05:05.614,2026-01-05 06:05:26.427
buy,0.02,0.02,XAUUSD,4373.55,4371.636,4371.636,4380.665,-0.22,0,-3.83,sl,2026-01-05 06:06:47.313,2026-01-05 06:07:50.926
sell,0.03,0.03,XAUUSD,4372.343,4374.603,4374.332,4365.728,-0.33,0,-6.78,sl,2026-01-05 06:09:02.224,2026-01-05 06:09:53.442
buy,0.01,0.03,XAUUSD,4375.502,4379.71,4371.984,4404.522,,0,4.21,user,2026-01-05 06:09:58.107,2026-01-05 06:14:24.201
buy,0.01,0.01,XAUUSD,4378.696,4384.609,4372.156,4389.447,-0.11,0,5.91,user,2026-01-05 06:15:22.311,2026-01-05 06:22:57.247
buy,0.01,0.03,XAUUSD,4375.502,4384.476,4371.984,4404.522,,0,8.98,user,2026-01-05 06:09:58.107,2026-01-05 06:23:06.896
buy,0.01,0.03,XAUUSD,4375.502,4384.265,4371.984,4404.522,-0.33,0,8.77,user,2026-01-05 06:09:58.107,2026-01-05 06:24:20.095
buy,0.01,0.01,XAUUSD,4388.757,4390.9890000000005,4386.403,4393.818,-0.11,0,2.23,user,2026-01-05 06:34:35.696,2026-01-05 06:36:34.892
buy,0.01,0.01,XAUUSD,4388.363,4386.566,4386.77,4392.537,-0.11,0,-1.79,sl,2026-01-05 06:40:47.441,2026-01-05 06:40:57.855
buy,0.01,0.02,XAUUSD,4388.489,4389.082,4386.904,4406.005,,0,0.59,user,2026-01-05 06:41:36.833,2026-01-05 06:42:01.925
buy,0.01,0.02,XAUUSD,4388.489,4388.1720000000005,4386.904,4406.005,-0.22,0,-0.32,user,2026-01-05 06:41:36.833,2026-01-05 06:43:56.380
buy,0.01,0.01,XAUUSD,4387.145,4386.349,4385.295,4393.818,-0.11,0,-0.8,user,2026-01-05 06:46:53.607,2026-01-05 06:47:34.491
buy,0.01,0.01,XAUUSD,4387.704,4391.602,4385.039,4391.602,-0.11,0,3.9,tp,2026-01-05 06:48:46.728,2026-01-05 06:49:43.498
buy,0.01,0.01,XAUUSD,4390.957,4392.21,4389.46,4398.858,-0.11,0,1.25,user,2026-01-05 06:52:32.069,2026-01-05 06:56:39.707
buy,0.01,0.01,XAUUSD,4399.481,4396.928,4396.928,4404.476,-0.11,0,-2.55,sl,2026-01-05 07:00:59.558,2026-01-05 07:01:52.992
buy,0.01,0.01,XAUUSD,4408.23,4411.15,4396.928,4411.15,-0.11,0,2.92,tp,2026-01-05 07:03:31.472,2026-01-05 07:04:02.524
buy,0.01,0.01,XAUUSD,4407.615,4411.346,4394.967,4411.346,-0.11,0,3.73,tp,2026-01-05 07:06:36.615,2026-01-05 07:07:35.063
buy,0.01,0.01,XAUUSD,4409.703,4404.198,4401.778,4416.008,-0.11,0,-5.5,user,2026-01-05 07:10:09.367,2026-01-05 07:10:39.537
buy,0.01,0.02,XAUUSD,4404.102,4406.567,4396.941,4409.496,,0,2.47,user,2026-01-05 07:11:22.923,2026-01-05 07:12:08.178
buy,0.02,0.02,XAUUSD,4398.355,4400.445,4394.557,4402.488,-0.22,0,4.18,user,2026-01-05 07:13:11.669,2026-01-05 07:13:35.504
buy,0.01,0.02,XAUUSD,4404.102,4401.545,4396.941,4409.496,-0.22,0,-2.55,user,2026-01-05 07:11:22.923,2026-01-05 07:15:26.992
buy,0.02,0.02,XAUUSD,4401.98,4403.259,4396.847,4406.742,-0.22,0,2.56,user,2026-01-05 07:15:55.577,2026-01-05 07:16:16.520
buy,0.02,0.02,XAUUSD,4402.907,4398.5070000000005,4396.659,4409.161,-0.22,0,-8.8,user,2026-01-05 07:16:29.325,2026-01-05 07:18:01.619
buy,0.02,0.02,XAUUSD,4400.281,4402.569,4396.753,4403.933,-0.22,0,4.58,user,2026-01-05 07:18:13.578,2026-01-05 07:18:52.892
buy,0.02,0.02,XAUUSD,4403.942,4397.387,4397.975,4410.101,-0.22,0,-13.11,sl,2026-01-05 07:25:54.865,2026-01-05 07:27:07.449
buy,0.02,0.02,XAUUSD,4400.175,4395.482,4395.813,4414.519,-0.22,0,-9.39,sl,2026-01-05 07:26:54.105,2026-01-05 07:29:04.285
buy,0.05,0.05,XAUUSD,4398.793,4395.957,,,-0.55,0,-14.18,user,2026-01-05 07:30:14.833,2026-01-05 07:30:42.994
buy,0.03,0.05,XAUUSD,4394.308,4400.3,4387.452,4408.532,,0,17.98,user,2026-01-05 07:32:01.888,2026-01-05 07:33:58.393
buy,0.02,0.05,XAUUSD,4394.308,4398.158,4387.452,4408.532,-0.55,0,7.7,user,2026-01-05 07:32:01.888,2026-01-05 07:34:17.387
buy,0.05,0.05,XAUUSD,4396.389,4397.769,4392.192,,-0.55,0,6.9,user,2026-01-05 07:35:18.554,2026-01-05 07:35:32.989
buy,0.01,0.01,XAUUSD,4398.798,4401.811,4393.295,4409.891,-0.11,0,3.01,user,2026-01-05 07:37:22.098,2026-01-05 07:38:52.580
buy,0.05,0.05,XAUUSD,4404.731,4401.609,,,-0.55,0,-15.61,user,2026-01-05 07:40:02.424,2026-01-05 07:41:58.651
buy,0.05,0.05,XAUUSD,4399.235,4401.904,4389.273,,-0.55,0,13.34,user,2026-01-05 07:43:15.837,2026-01-05 07:44:29.173
buy,0.03,0.05,XAUUSD,4401.575,4406.612,4401.89,,,0,15.11,user,2026-01-05 07:42:07.983,2026-01-05 07:46:01.734
buy,0.02,0.05,XAUUSD,4401.575,4401.89,4401.89,,-0.55,0,0.63,sl,2026-01-05 07:42:07.983,2026-01-05 07:47:09.211
buy,0.05,0.05,XAUUSD,4401.993,4403.284,4397.839,,-0.55,0,6.45,user,2026-01-05 07:47:36.654,2026-01-05 07:48:03.939
buy,0.01,0.01,XAUUSD,4400.813,4401.438,4397.839,,-0.11,0,0.63,user,2026-01-05 07:49:37.410,2026-01-05 07:49:50.636
buy,0.01,0.01,XAUUSD,4394.061,4395.3640000000005,4393.064,4398.432,-0.11,0,1.3,user,2026-01-05 07:51:03.853,2026-01-05 07:51:39.235
buy,0.01,0.01,XAUUSD,4393.159,4395.348,4391.517,,-0.11,0,2.19,user,2026-01-05 07:52:38.565,2026-01-05 07:53:08.702
buy,0.01,0.01,XAUUSD,4399.213,4398.2080000000005,4395.469,4411.274,-0.11,0,-1.0,user,2026-01-05 07:54:31.341,2026-01-05 07:55:12.691
buy,0.01,0.01,XAUUSD,4399.419,4397.589,4393.098,4411.373,-0.11,0,-1.83,user,2026-01-05 07:55:32.906,2026-01-05 07:56:08.196
buy,0.01,0.02,XAUUSD,4399.838,4401.31,4398.531,4423.885,,0,1.47,user,2026-01-05 07:57:02.044,2026-01-05 07:58:45.545
buy,0.01,0.02,XAUUSD,4399.838,4398.531,4398.531,4423.885,-0.22,0,-1.31,sl,2026-01-05 07:57:02.044,2026-01-05 08:01:58.869
buy,0.01,0.02,XAUUSD,4397.338,4397.106,4391.221,,,0,-0.23,user,2026-01-05 08:02:52.062,2026-01-05 08:03:07.534
buy,0.01,0.02,XAUUSD,4397.338,4398.459,4391.221,,-0.22,0,1.12,user,2026-01-05 08:02:52.062,2026-01-05 08:04:54.667
buy,0.01,0.01,XAUUSD,4399.263,4396.719,4395.765,,-0.11,0,-2.54,user,2026-01-05 08:05:11.855,2026-01-05 08:05:53.830
buy,0.01,0.01,XAUUSD,4393.37,4393.956,4392.505,,-0.11,0,0.59,user,2026-01-05 08:07:03.690,2026-01-05 08:07:29.608
buy,0.01,0.01,XAUUSD,4390.315,4392.512,4388.638,,-0.11,0,2.19,user,2026-01-05 08:10:12.323,2026-01-05 08:10:26.218
buy,0.01,0.01,XAUUSD,4393.879,4394.528,4392.03,,-0.11,0,0.65,user,2026-01-05 08:14:09.928,2026-01-05 08:14:21.475
buy,0.01,0.01,XAUUSD,4393.557,4394.435,4392.605,,-0.11,0,0.88,user,2026-01-05 08:15:05.599,2026-01-05 08:15:12.951
buy,0.01,0.01,XAUUSD,4396.147,4394.968,4394.968,,-0.11,0,-1.18,sl,2026-01-05 08:19:01.464,2026-01-05 08:19:39.409
buy,0.01,0.01,XAUUSD,4395.854,4395.196,4395.196,,-0.11,0,-0.65,sl,2026-01-05 08:20:39.643,2026-01-05 08:20:51.655
buy,0.01,0.01,XAUUSD,4395.628,4394.548,4394.548,,-0.11,0,-1.08,sl,2026-01-05 08:21:01.424,2026-01-05 08:21:31.230
buy,0.01,0.01,XAUUSD,4395.49,4395.85,4394.247,,-0.11,0,0.36,user,2026-01-05 08:22:53.779,2026-01-05 08:23:07.528
buy,0.01,0.01,XAUUSD,4395.207,4396.282,4394.544,4396.282,-0.11,0,1.07,tp,2026-01-05 08:24:01.975,2026-01-05 08:24:36.475
buy,0.01,0.01,XAUUSD,4403.714,4404.843,4400.766,4409.546,-0.11,0,1.13,user,2026-01-05 08:30:06.662,2026-01-05 08:31:13.228
buy,0.01,0.01,XAUUSD,4405.971,4404.84,4400.621,4419.478,-0.11,0,-1.13,user,2026-01-05 08:32:02.826,2026-01-05 08:33:06.081
buy,0.01,0.01,XAUUSD,4402.446,4402.781,4400.481,,-0.11,0,0.33,user,2026-01-05 08:34:33.327,2026-01-05 08:34:58.206
buy,0.01,0.01,XAUUSD,4403.92,4404.034,4400.041,,-0.11,0,0.11,user,2026-01-05 08:35:23.872,2026-01-05 08:35:26.608
buy,0.01,0.01,XAUUSD,4403.148,4403.8060000000005,4401.714,,-0.11,0,0.66,user,2026-01-05 08:35:40.938,2026-01-05 08:35:45.509
buy,0.01,0.01,XAUUSD,4403.818,4404.116,4401.714,,-0.11,0,0.3,user,2026-01-05 08:36:35.216,2026-01-05 08:36:42.710
buy,0.01,0.01,XAUUSD,4403.94,4403.979,4401.925,,-0.11,0,0.04,user,2026-01-05 08:36:55.851,2026-01-05 08:37:01.585
buy,0.01,0.01,XAUUSD,4404.678,4404.124,4403.333,,-0.11,0,-0.56,user,2026-01-05 08:37:13.760,2026-01-05 08:37:35.604
buy,0.01,0.01,XAUUSD,4403.718,4403.505,4400.851,,-0.11,0,-0.21,user,2026-01-05 08:37:45.943,2026-01-05 08:38:02.139
buy,0.01,0.01,XAUUSD,4404.068,4403.24,,,-0.11,0,-0.83,user,2026-01-05 08:39:09.446,2026-01-05 08:39:20.448
buy,0.01,0.01,XAUUSD,4402.547,4404.467,4400.943,,-0.11,0,1.92,user,2026-01-05 08:39:50.476,2026-01-05 08:41:01.612
buy,0.01,0.01,XAUUSD,4403.99,4402.611,,,-0.11,0,-1.38,user,2026-01-05 08:41:55.899,2026-01-05 08:42:26.487
buy,0.01,0.01,XAUUSD,4403.781,4404.944,,,-0.11,0,1.16,user,2026-01-05 08:42:44.660,2026-01-05 08:43:03.618
buy,0.01,0.01,XAUUSD,4401.126,4401.863,4400.481,,-0.11,0,0.73,user,2026-01-05 08:44:07.919,2026-01-05 08:44:13.535
buy,0.01,0.01,XAUUSD,4400.319,4400.593,4399.704,,-0.11,0,0.27,user,2026-01-05 08:45:45.027,2026-01-05 08:45:52.254
buy,0.01,0.01,XAUUSD,4403.722,4404.149,,,-0.11,0,0.43,user,2026-01-05 08:50:17.800,2026-01-05 08:50:25.144
buy,0.01,0.01,XAUUSD,4403.165,4403.95,4402.54,,-0.11,0,0.78,user,2026-01-05 08:50:46.072,2026-01-05 08:51:03.937
buy,0.01,0.01,XAUUSD,4407.013,4407.872,4405.764,,-0.11,0,0.86,user,2026-01-05 08:52:35.993,2026-01-05 08:52:52.088
buy,0.01,0.01,XAUUSD,4406.843,4405.82,4405.82,,-0.11,0,-1.02,sl,2026-01-05 08:57:11.442,2026-01-05 08:58:23.905
buy,0.01,0.01,XAUUSD,4407.796,4406.328,4405.598,4422.288,-0.11,0,-1.47,user,2026-01-05 08:53:20.904,2026-01-05 08:58:33.287
buy,0.01,0.01,XAUUSD,4405.7,4409.209,4402.764,4409.209,-0.11,0,3.51,tp,2026-01-05 09:00:05.224,2026-01-05 09:02:16.350
buy,0.01,0.01,XAUUSD,4411.153,4411.5960000000005,4410.154,,-0.11,0,0.45,user,2026-01-05 09:04:36.409,2026-01-05 09:04:54.710
buy,0.01,0.01,XAUUSD,4410.917,4410.179,4410.179,,-0.11,0,-0.74,sl,2026-01-05 09:08:57.416,2026-01-05 09:09:01.521
buy,0.01,0.01,XAUUSD,4409.401,4406.582,4406.582,4416.9,-0.11,0,-2.82,sl,2026-01-05 09:23:23.706,2026-01-05 09:27:33.384
buy,0.01,0.01,XAUUSD,4407.54,4406.174,4406.469,,-0.11,0,-1.37,sl,2026-01-05 09:27:16.165,2026-01-05 09:27:37.958
buy,0.01,0.01,XAUUSD,4406.681,4407.417,4406.145,,-0.11,0,0.74,user,2026-01-05 09:29:04.803,2026-01-05 09:29:26.300
buy,0.01,0.01,XAUUSD,4405.56,4403.981,4404.4,,-0.11,0,-1.58,sl,2026-01-05 09:31:31.516,2026-01-05 09:31:58.608
buy,0.01,0.01,XAUUSD,4404.407,4405.682,4402.806,4405.839,-0.11,0,1.27,user,2026-01-05 09:33:03.697,2026-01-05 09:34:12.603
buy,0.01,0.01,XAUUSD,4404.076,4405.787,4403.679,4405.787,-0.11,0,1.71,tp,2026-01-05 09:35:38.082,2026-01-05 09:36:41.668
buy,0.01,0.01,XAUUSD,4408.884,4407.882,4407.882,4422.307,-0.11,0,-1.0,sl,2026-01-05 09:41:06.240,2026-01-05 09:48:19.554
buy,0.01,0.01,XAUUSD,4405.02,4403.854,4403.854,,-0.11,0,-1.17,sl,2026-01-05 09:57:07.140,2026-01-05 09:57:17.587
buy,0.01,0.01,XAUUSD,4404.222,4403.661,4403.661,,-0.11,0,-0.56,sl,2026-01-05 09:58:16.690,2026-01-05 09:58:28.837
buy,0.01,0.01,XAUUSD,4402.64,4402.233,4402.233,,-0.11,0,-0.41,sl,2026-01-05 09:59:19.371,2026-01-05 09:59:29.062
sell,0.01,0.01,XAUUSD,4399.223,4400.7660000000005,4400.516,,-0.11,0,-1.55,sl,2026-01-05 10:00:54.823,2026-01-05 10:01:01.056
sell,0.01,0.01,XAUUSD,4400.867,4402.366,4402.21,4396.404,-0.11,0,-1.5,sl,2026-01-05 10:02:08.277,2026-01-05 10:04:48.845
sell,0.01,0.02,XAUUSD,4403.263,4402.673,4404.712,,,0,0.59,user,2026-01-05 10:07:30.586,2026-01-05 10:08:04.773
sell,0.01,0.02,XAUUSD,4403.263,4403.113,4404.712,,-0.22,0,0.15,user,2026-01-05 10:07:30.586,2026-01-05 10:08:46.944
sell,0.01,0.02,XAUUSD,4402.416,4401.948,4403.581,4398.291,,0,0.47,user,2026-01-05 10:09:08.284,2026-01-05 10:09:31.214
sell,0.01,0.02,XAUUSD,4402.416,4400.926,4403.581,4398.291,-0.22,0,1.49,user,2026-01-05 10:09:08.284,2026-01-05 10:12:06.729
sell,0.01,0.01,XAUUSD,4400.0,4399.294,4400.941,,-0.11,0,0.71,user,2026-01-05 10:13:21.978,2026-01-05 10:14:02.676
sell,0.01,0.01,XAUUSD,4404.787,4405.1410000000005,4406.105,4403.168,-0.11,0,-0.35,user,2026-01-05 10:25:19.713,2026-01-05 10:28:13.583
sell,0.01,0.01,XAUUSD,4404.71,4406.621,4406.621,4402.295,-0.11,0,-1.91,sl,2026-01-05 10:30:08.042,2026-01-05 10:36:39.645
buy,0.01,0.01,XAUUSD,4405.415,4405.763,4404.557,4406.502,-0.11,0,0.34,user,2026-01-05 10:37:21.488,2026-01-05 10:38:16.381
buy,0.01,0.01,XAUUSD,4405.23,4404.237,4404.438,,-0.11,0,-0.99,sl,2026-01-05 10:39:03.561,2026-01-05 10:39:31.508
buy,0.01,0.02,XAUUSD,4406.31,4406.637,4405.589,4407.415,,0,0.33,user,2026-01-05 10:47:42.877,2026-01-05 10:48:28.573
buy,0.01,0.02,XAUUSD,4406.31,4407.415,4405.589,4407.415,-0.22,0,1.11,tp,2026-01-05 10:47:42.877,2026-01-05 10:50:07.234
buy,0.01,0.01,XAUUSD,4403.756,4404.177,4402.873,,-0.11,0,0.42,user,2026-01-05 10:55:18.275,2026-01-05 10:55:33.488
buy,0.01,0.01,XAUUSD,4403.843,4404.227,4403.168,,-0.11,0,0.39,user,2026-01-05 10:56:27.521,2026-01-05 10:56:37.214
buy,0.01,0.02,XAUUSD,4404.361,4404.535,4403.415,4405.589,,0,0.18,user,2026-01-05 10:52:49.545,2026-01-05 10:57:28.272
buy,0.01,0.02,XAUUSD,4404.361,4405.589,4403.415,4405.589,-0.22,0,1.23,tp,2026-01-05 10:52:49.545,2026-01-05 10:58:56.176
buy,0.01,0.01,XAUUSD,4404.515,4405.708,4403.525,4405.708,-0.11,0,1.19,tp,2026-01-05 10:59:29.468,2026-01-05 11:02:14.293
buy,0.01,0.01,XAUUSD,4421.79,4421.77,4420.621,4423.581,-0.11,0,-0.02,user,2026-01-05 13:57:18.875,2026-01-05 13:59:02.233
buy,0.01,0.01,XAUUSD,4428.498,4429.503,4425.91,4431.587,-0.11,0,1.0,user,2026-01-05 14:25:02.928,2026-01-05 14:28:18.386
buy,0.01,0.01,XAUUSD,4427.403,4429.958,4426.357,4429.958,-0.11,0,2.56,tp,2026-01-05 14:40:57.143,2026-01-05 14:43:40.933
buy,0.01,0.01,XAUUSD,4431.56,4431.819,4430.325,4432.898,-0.11,0,0.26,user,2026-01-05 14:56:06.965,2026-01-05 14:58:01.025
buy,0.01,0.01,XAUUSD,4429.922,4430.276,4429.478,4433.519,-0.11,0,0.36,user,2026-01-05 15:03:12.574,2026-01-05 15:03:21.245
buy,0.01,0.01,XAUUSD,4427.367,4426.943,4426.399,4430.842,-0.11,0,-0.43,user,2026-01-05 15:09:55.103,2026-01-05 15:10:31.778
buy,0.01,0.01,XAUUSD,4426.916,4426.092,4426.427,4428.34,-0.11,0,-0.83,sl,2026-01-05 15:11:29.059,2026-01-05 15:12:16.818
buy,0.01,0.01,XAUUSD,4427.182,4429.512,4426.071,4430.69,-0.11,0,2.33,user,2026-01-05 15:12:49.239,2026-01-05 15:13:09.505
buy,0.01,0.01,XAUUSD,4429.462,4429.825,4428.577,4433.124,-0.11,0,0.37,user,2026-01-05 15:14:01.206,2026-01-05 15:14:07.003
buy,0.01,0.01,XAUUSD,4430.049,4433.349,4431.057,4435.555,-0.11,0,3.3,user,2026-01-05 15:15:13.238,2026-01-05 15:22:54.534
buy,0.01,0.01,XAUUSD,4432.711,4432.377,4432.377,4435.886,-0.11,0,-0.33,sl,2026-01-05 15:26:05.712,2026-01-05 15:30:06.555
sell,0.01,0.01,XAUUSD,4433.52,4434.7,4434.7,4429.237,-0.11,0,-1.18,sl,2026-01-05 15:40:57.100,2026-01-05 15:42:57.199
buy,0.01,0.01,XAUUSD,4435.385,4434.77,4434.77,4436.546,-0.11,0,-0.62,sl,2026-01-05 15:47:09.405,2026-01-05 15:47:38.109
