type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,profit_usd,close_reason,opening_time_bd,closing_time_bd,Images,Say,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,swap_usd,trade_pnl,capital
buy,0.01,0.01,XAUUSD,4433.532,4432.59,4432.59,4438.981,-0.11,-0.94,sl,2026-01-05 17:03:41,2026-01-05 17:04:18,,,,,,,,,,0,-1.05,104.29
buy,0.01,0.01,XAUUSD,4433.062,4432.542,4432.542,4438.655,-0.11,-0.52,sl,2026-01-05 17:15:17,2026-01-05 17:15:27,,,,,,,,,,0,-0.63,103.66000000000001
buy,0.01,0.01,XAUUSD,4428.752,4429.028,4426.376,4433.566,-0.11,0.28,user,2026-01-05 17:18:28,2026-01-05 17:18:32,,,,,,,,,,0,0.17000000000000004,103.83000000000001
buy,0.01,0.01,XAUUSD,4429.567,4427.821,4427.821,4435.007,-0.11,-1.75,sl,2026-01-05 17:17:45,2026-01-05 17:18:41,,,,,,,,,,0,-1.86,101.97000000000001
buy,0.01,0.01,XAUUSD,4426.818,4428.072,4426.466,4432.425,-0.11,1.25,user,2026-01-05 17:24:41,2026-01-05 17:25:02,,,,,,,,,,0,1.14,103.11000000000001
buy,0.01,0.01,XAUUSD,4428.517,4426.348,4426.348,4438.928,-0.11,-2.17,sl,2026-01-05 17:18:44,2026-01-05 17:25:43,,,,,,,,,,0,-2.28,100.83000000000001
buy,0.01,0.01,XAUUSD,4426.729,4426.466,4426.466,4432.28,-0.11,-0.26,sl,2026-01-05 17:25:34,2026-01-05 17:25:44,,,,,,,,,,0,-0.37,100.46000000000001
sell,0.01,0.01,XAUUSD,4416.035,4417.461,4417.461,4412.311,-0.11,-1.42,sl,2026-01-05 17:31:16,2026-01-05 17:32:01,,,,,,,,,,0,-1.53,98.93
sell,0.01,0.01,XAUUSD,4415.851,4418.029,4418.029,4412.885,-0.11,-2.18,sl,2026-01-05 17:30:56,2026-01-05 17:32:05,,,,,,,,,,0,-2.29,96.64000000000001
sell,0.01,0.01,XAUUSD,4420.059,4422.003,4422.003,4413.976,-0.11,-1.94,sl,2026-01-05 17:35:01,2026-01-05 17:37:06,,,,,,,,,,0,-2.05,94.59000000000002
sell,0.02,0.02,XAUUSD,4421.834,4422.843,4422.843,4418.236,-0.22,-2.02,sl,2026-01-05 17:38:22,2026-01-05 17:39:29,,,,,,,,,,0,-2.24,92.35000000000001
sell,0.02,0.02,XAUUSD,4422.197,4423.013,4423.013,4414.073,-0.22,-1.64,sl,2026-01-05 17:40:27,2026-01-05 17:40:35,,,,,,,,,,0,-1.8599999999999999,90.49000000000001
sell,0.02,0.02,XAUUSD,4422.607,4424.167,4424.167,4414.444,-0.22,-3.12,sl,2026-01-05 17:39:23,2026-01-05 17:43:22,,,,,,,,,,0,-3.3400000000000003,87.15
sell,0.01,0.03,XAUUSD,4423.851,4423.737,4428.206,4414.833,0.0,0.11,user,2026-01-05 17:43:59,2026-01-05 17:45:47,,,,,,,,,,0,0.11,87.26000000000002
sell,0.01,0.03,XAUUSD,4423.851,4423.068,4428.206,4414.833,0.0,0.78,user,2026-01-05 17:43:59,2026-01-05 17:47:27,,,,,,,,,,0,0.78,88.04
sell,0.01,0.03,XAUUSD,4423.851,4420.482,4428.206,4414.833,-0.33,3.37,user,2026-01-05 17:43:59,2026-01-05 17:59:05,,,,,,,,,,0,3.04,91.08000000000001
sell,0.01,0.01,XAUUSD,4419.353,4421.361,4426.172,4405.056,-0.11,-2.01,user,2026-01-05 17:59:55,2026-01-05 18:01:05,,,,,,,,,,0,-2.1199999999999997,88.96000000000001
sell,0.01,0.01,XAUUSD,4417.139,4408.29,4419.773,4405.811,-0.11,8.85,user,2026-01-05 18:06:40,2026-01-05 18:43:22,,,,,,,,,,0,8.74,97.70000000000002
sell,0.01,0.01,XAUUSD,4410.86,4412.391,4412.391,4404.485,-0.11,-1.53,sl,2026-01-05 18:46:21,2026-01-05 19:01:24,,,,,,,,,,0,-1.6400000000000001,96.06000000000002
buy,0.01,0.01,XAUUSD,4415.316,4415.612,4412.78,4428.845,-0.11,0.29,user,2026-01-05 19:04:18,2026-01-05 19:05:11,,,,,,,,,,0,0.18,96.24000000000001
buy,0.01,0.01,XAUUSD,4417.331,4416.925,4416.925,4429.806,-0.11,-0.4,sl,2026-01-05 19:07:43,2026-01-05 19:07:49,,,,,,,,,,0,-0.51,95.73000000000002
buy,0.01,0.01,XAUUSD,4418.827,4413.996,4415.164,4431.234,-0.11,-4.83,sl,2026-01-05 19:06:58,2026-01-05 19:08:08,,,,,,,,,,0,-4.94,90.79000000000002
sell,0.01,0.01,XAUUSD,4411.568,4409.985,4412.901,4398.07,-0.11,1.58,user,2026-01-05 19:13:13,2026-01-05 19:13:41,,,,,,,,,,0,1.47,92.26000000000002
sell,0.01,0.01,XAUUSD,4411.516,4412.552,4412.552,4396.523,-0.11,-1.03,sl,2026-01-05 19:18:53,2026-01-05 19:19:21,,,,,,,,,,0,-1.1400000000000001,91.12000000000002
sell,0.01,0.01,XAUUSD,4408.889,4413.113,4413.113,4400.585,-0.11,-4.22,sl,2026-01-05 19:09:57,2026-01-05 19:20:05,,,,,,,,,,0,-4.33,86.79000000000002
buy,0.01,0.01,XAUUSD,4408.722,4406.981,4406.981,4424.169,-0.11,-1.74,sl,2026-01-05 19:21:24,2026-01-05 19:22:03,,,,,,,,,,0,-1.85,84.94000000000001
buy,0.02,0.02,XAUUSD,4407.306,4404.556,4405.858,4422.507,-0.22,-5.5,sl,2026-01-05 19:22:49,2026-01-05 19:22:57,,,,,,,,,,0,-5.72,79.22000000000001
sell,0.01,0.01,XAUUSD,4407.292,4405.251,4409.2,4396.051,-0.11,2.04,user,2026-01-05 19:23:58,2026-01-05 19:25:42,,,,,,,,,,0,1.93,81.15
sell,0.01,0.01,XAUUSD,4405.688,4400.394,4409.356,4400.394,-0.11,5.3,tp,2026-01-05 19:27:00,2026-01-05 19:29:11,,,,,,,,,,0,5.1899999999999995,86.34
sell,0.01,0.01,XAUUSD,4400.595,4404.373,4405.219,4391.011,-0.11,-3.77,user,2026-01-05 19:29:49,2026-01-05 19:31:57,,,,,,,,,,0,-3.88,82.46000000000001
sell,0.02,0.02,XAUUSD,4404.374,4408.536,4408.536,4398.193,-0.22,-8.32,sl,2026-01-05 19:32:48,2026-01-05 19:34:49,,,,,,,,,,0,-8.540000000000001,73.92000000000002
buy,0.01,0.03,XAUUSD,4410.957,4410.102,4406.78,4432.361,0.0,-0.86,user,2026-01-05 19:36:34,2026-01-05 19:37:58,,,,,,,,,,0,-0.86,73.06
buy,0.01,0.01,XAUUSD,4412.189,4413.52,4407.297,4419.77,-0.11,1.33,user,2026-01-05 19:44:54,2026-01-05 19:45:16,,,,,,,,,,0,1.22,74.28
buy,0.01,0.03,XAUUSD,4410.957,4414.346,4406.78,4432.361,0.0,3.39,user,2026-01-05 19:36:34,2026-01-05 19:47:01,,,,,,,,,,0,3.39,77.67000000000002
buy,0.01,0.03,XAUUSD,4410.957,4414.414,4406.78,4432.361,-0.33,3.45,user,2026-01-05 19:36:34,2026-01-05 19:48:55,,,,,,,,,,0,3.12,80.79
buy,0.01,0.01,XAUUSD,4416.903,4427.708,4411.599,4429.036,-0.11,10.81,user,2026-01-05 19:59:09,2026-01-05 20:11:17,,,,,,,,,,0,10.700000000000001,91.49000000000001
buy,0.01,0.01,XAUUSD,4427.017,4425.169,4425.169,4429.337,-0.11,-1.85,sl,2026-01-05 20:15:01,2026-01-05 20:15:42,,,,,,,,,,0,-1.9600000000000002,89.53000000000002
buy,0.01,0.01,XAUUSD,4425.107,4423.57,4423.57,4427.879,-0.11,-1.54,sl,2026-01-05 20:18:15,2026-01-05 20:19:10,,,,,,,,,,0,-1.6500000000000001,87.88000000000001
buy,0.01,0.01,XAUUSD,4425.573,4429.566,4424.655,4429.566,-0.11,4.0,tp,2026-01-05 20:18:02,2026-01-05 20:21:04,,,,,,,,,,0,3.89,91.77000000000001
buy,0.01,0.01,XAUUSD,4423.123,4421.381,4421.381,4426.991,-0.11,-1.74,sl,2026-01-05 20:31:11,2026-01-05 20:31:30,,,,,,,,,,0,-1.85,89.92000000000002
buy,0.01,0.01,XAUUSD,4424.006,4423.116,4423.116,4434.239,-0.11,-0.89,sl,2026-01-05 20:33:04,2026-01-05 20:35:12,,,,,,,,,,0,-1.0,88.92000000000002
buy,0.01,0.01,XAUUSD,4419.901,4419.887,4420.316,4425.017,-0.11,-0.01,sl,2026-01-05 20:36:10,2026-01-05 20:37:37,,,,,,,,,,0,-0.12,88.80000000000001
buy,0.01,0.01,XAUUSD,4421.026,4422.129,4417.939,4424.647,-0.11,1.1,user,2026-01-05 20:38:36,2026-01-05 20:39:05,,,,,,,,,,0,0.9900000000000001,89.79
buy,0.01,0.01,XAUUSD,4424.003,4424.369,4421.901,4429.623,-0.11,0.37,user,2026-01-05 20:41:16,2026-01-05 20:41:22,,,,,,,,,,0,0.26,90.05000000000001
buy,0.01,0.01,XAUUSD,4430.079,4430.726,4427.705,4435.425,-0.11,0.65,user,2026-01-05 20:45:05,2026-01-05 20:45:10,,,,,,,,,,0,0.54,90.59
buy,0.01,0.01,XAUUSD,4428.736,4429.488,4426.091,4433.811,-0.11,0.75,user,2026-01-05 20:45:36,2026-01-05 20:45:39,,,,,,,,,,0,0.64,91.23000000000002
buy,0.01,0.01,XAUUSD,4431.624,4432.234,4425.275,4434.964,-0.11,0.61,user,2026-01-05 20:46:11,2026-01-05 20:46:17,,,,,,,,,,0,0.5,91.73000000000002
buy,0.01,0.01,XAUUSD,4437.372,4437.73,4435.637,4439.16,-0.11,0.36,user,2026-01-05 20:54:21,2026-01-05 20:54:28,,,,,,,,,,0,0.25,91.98000000000002
buy,0.01,0.01,XAUUSD,4440.486,4439.448,4439.448,4441.919,-0.11,-1.04,sl,2026-01-05 20:56:06,2026-01-05 20:56:22,,,,,,,,,,0,-1.1500000000000001,90.83000000000001
buy,0.01,0.01,XAUUSD,4439.995,4437.8,4437.485,4443.549,-0.11,-2.2,user,2026-01-05 20:57:18,2026-01-05 20:57:48,,,,,,,,,,0,-2.31,88.52000000000001
buy,0.01,0.01,XAUUSD,4437.721,4436.288,,4443.87,-0.11,-1.43,user,2026-01-05 20:57:50,2026-01-05 20:57:55,,,,,,,,,,0,-1.54,86.98000000000002
buy,0.01,0.01,XAUUSD,4437.183,4440.803,4435.868,4440.803,-0.11,3.62,tp,2026-01-05 20:59:27,2026-01-05 21:00:04,,,,,,,,,,0,3.5100000000000002,90.49000000000001
buy,0.01,0.01,XAUUSD,4444.019,4448.309,4436.85,4454.636,-0.11,4.29,user,2026-01-05 21:01:42,2026-01-05 21:03:08,,,,,,,,,,0,4.18,94.67000000000002
buy,0.01,0.01,XAUUSD,4452.615,4451.209,4451.46,4457.12,-0.11,-1.41,sl,2026-01-05 21:06:36,2026-01-05 21:06:43,,,,,,,,,,0,-1.52,93.15
buy,0.01,0.01,XAUUSD,4452.621,4453.472,4447.908,4458.508,-0.11,0.85,user,2026-01-05 21:09:09,2026-01-05 21:09:13,,,,,,,,,,0,0.74,93.89000000000001
buy,0.01,0.01,XAUUSD,4453.466,4453.71,4449.785,4460.385,-0.11,0.24,user,2026-01-05 21:08:58,2026-01-05 21:09:23,,,,,,,,,,0,0.13,94.02000000000001
buy,0.01,0.01,XAUUSD,4452.169,4451.229,4451.229,4459.63,-0.11,-0.94,sl,2026-01-05 21:10:24,2026-01-05 21:10:29,,,,,,,,,,0,-1.05,92.97000000000001
buy,0.01,0.01,XAUUSD,4452.069,4449.697,4450.569,4458.969,-0.11,-2.37,sl,2026-01-05 21:10:36,2026-01-05 21:10:48,,,,,,,,,,0,-2.48,90.49000000000001
sell,0.01,0.01,XAUUSD,4450.077,4449.658,4451.464,4443.064,-0.11,0.42,user,2026-01-05 21:11:06,2026-01-05 21:11:23,,,,,,,,,,0,0.31,90.80000000000001
buy,0.01,0.01,XAUUSD,4448.33,4448.934,4445.388,4452.935,-0.11,0.6,user,2026-01-05 21:14:23,2026-01-05 21:16:35,,,,,,,,,,0,0.49,91.29
buy,0.01,0.01,XAUUSD,4449.909,4448.968,4448.968,4457.831,-0.11,-0.94,sl,2026-01-05 21:18:17,2026-01-05 21:18:21,,,,,,,,,,0,-1.05,90.24000000000001
buy,0.01,0.01,XAUUSD,4448.791,4450.097,4447.613,4456.27,-0.11,1.31,user,2026-01-05 21:20:35,2026-01-05 21:20:49,,,,,,,,,,0,1.2,91.44000000000001
buy,0.01,0.01,XAUUSD,4450.246,4450.078,4445.388,4457.807,-0.11,-0.17,user,2026-01-05 21:20:08,2026-01-05 21:21:18,,,,,,,,,,0,-0.28,91.16000000000001
buy,0.01,0.01,XAUUSD,4449.497,4450.852,4445.291,4453.032,-0.11,1.35,user,2026-01-05 21:23:44,2026-01-05 21:24:29,,,,,,,,,,0,1.24,92.4
buy,0.01,0.01,XAUUSD,4449.587,4447.731,4444.102,4456.522,-0.11,-1.86,user,2026-01-05 21:24:41,2026-01-05 21:25:02,,,,,,,,,,0,-1.9700000000000002,90.43
buy,0.01,0.01,XAUUSD,4445.243,4447.702,4447.702,4453.301,-0.11,2.46,sl,2026-01-05 21:25:27,2026-01-05 21:27:41,,,,,,,,,,0,2.35,92.78000000000002
buy,0.01,0.01,XAUUSD,4445.872,4445.735,4445.735,4453.476,-0.11,-0.13,sl,2026-01-05 21:28:39,2026-01-05 21:28:40,,,,,,,,,,0,-0.24,92.54
buy,0.01,0.01,XAUUSD,4445.162,4443.486,4443.831,4446.85,-0.11,-1.67,sl,2026-01-05 21:29:19,2026-01-05 21:30:06,,,,,,,,,,0,-1.78,90.76
buy,0.01,0.01,XAUUSD,4443.775,4441.077,4441.077,4454.847,-0.11,-2.7,sl,2026-01-05 21:31:37,2026-01-05 21:34:07,,,,,,,,,,0,-2.81,87.95000000000002
buy,0.01,0.02,XAUUSD,4443.026,4444.579,4439.051,4454.475,0.0,1.55,user,2026-01-05 21:34:49,2026-01-05 21:35:24,,,,,,,,,,0,1.55,89.50000000000001
buy,0.01,0.02,XAUUSD,4443.026,4439.051,4439.051,4454.475,-0.22,-3.98,sl,2026-01-05 21:34:49,2026-01-05 21:36:44,,,,,,,,,,0,-4.2,85.30000000000001
buy,0.02,0.02,XAUUSD,4438.855,4436.031,4436.031,4454.545,-0.22,-5.65,sl,2026-01-05 21:38:03,2026-01-05 21:38:47,,,,,,,,,,0,-5.87,79.43
buy,0.02,0.02,XAUUSD,4438.913,4440.241,4436.101,4454.616,-0.22,2.65,user,2026-01-05 21:40:09,2026-01-05 21:41:29,,,,,,,,,,0,2.4299999999999997,81.86000000000001
buy,0.02,0.02,XAUUSD,4444.587,4446.697,4441.195,4450.715,-0.22,4.22,user,2026-01-05 21:44:19,2026-01-05 21:44:28,,,,,,,,,,0,3.9999999999999996,85.86000000000001
buy,0.01,0.01,XAUUSD,4442.941,4443.179,4443.179,4453.774,-0.11,0.24,sl,2026-01-05 21:43:08,2026-01-05 21:49:06,,,,,,,,,,0,0.13,85.99000000000001
buy,0.01,0.01,XAUUSD,4443.702,4444.284,4439.97,4449.49,-0.11,0.58,user,2026-01-05 21:49:34,2026-01-05 21:54:26,,,,,,,,,,0,0.47,86.46000000000001
buy,0.01,0.01,XAUUSD,4448.633,4451.463,4444.659,4456.403,-0.11,2.83,user,2026-01-05 21:59:45,2026-01-05 22:01:19,,,,,,,,,,0,2.72,89.18
buy,0.01,0.01,XAUUSD,4449.668,4444.953,4445.36,4455.498,-0.11,-4.72,sl,2026-01-05 22:01:47,2026-01-05 22:06:21,,,,,,,,,,0,-4.83,84.35000000000001
buy,0.01,0.01,XAUUSD,4446.002,4444.848,4445.358,4452.693,-0.11,-1.15,sl,2026-01-05 22:06:16,2026-01-05 22:06:21,,,,,,,,,,0,-1.26,83.09
buy,0.01,0.01,XAUUSD,4441.558,4439.725,4439.725,4444.565,-0.11,-1.83,sl,2026-01-05 22:08:35,2026-01-05 22:10:54,,,,,,,,,,0,-1.9400000000000002,81.15
buy,0.01,0.02,XAUUSD,4443.278,4441.96,4439.236,4446.652,0.0,-1.32,user,2026-01-05 22:11:17,2026-01-05 22:11:39,,,,,,,,,,0,-1.32,79.83000000000001
buy,0.01,0.02,XAUUSD,4443.278,4441.368,4439.236,4446.652,-0.22,-1.91,user,2026-01-05 22:11:17,2026-01-05 22:11:52,,,,,,,,,,0,-2.13,77.7
buy,0.01,0.03,XAUUSD,4446.185,4445.997,4442.153,4450.901,0.0,-0.19,user,2026-01-05 22:14:11,2026-01-05 22:14:25,,,,,,,,,,0,-0.19,77.51
buy,0.02,0.03,XAUUSD,4446.185,4446.627,4442.153,4450.901,-0.33,0.88,user,2026-01-05 22:14:11,2026-01-05 22:14:58,,,,,,,,,,0,0.55,78.06
buy,0.01,0.01,XAUUSD,4446.216,4444.134,4444.736,4449.568,-0.11,-2.09,sl,2026-01-05 22:17:54,2026-01-05 22:21:39,,,,,,,,,,0,-2.1999999999999997,75.86000000000001
sell,0.01,0.02,XAUUSD,4445.285,4445.558,4447.569,4442.027,0.0,-0.27,user,2026-01-05 22:21:55,2026-01-05 22:23:11,,,,,,,,,,0,-0.27,75.59
sell,0.01,0.02,XAUUSD,4445.285,4442.027,4447.569,4442.027,-0.22,3.26,tp,2026-01-05 22:21:55,2026-01-05 22:26:32,,,,,,,,,,0,3.0399999999999996,78.63000000000001
buy,0.01,0.01,XAUUSD,4443.076,4442.027,4442.027,4445.979,-0.11,-1.05,sl,2026-01-05 22:28:25,2026-01-05 22:28:51,,,,,,,,,,0,-1.1600000000000001,77.47
buy,0.05,0.05,XAUUSD,4446.121,4443.706,4443.706,4448.788,-0.55,-12.08,sl,2026-01-05 22:35:18,2026-01-05 22:36:12,,,,,,,,,,0,-12.63,64.84
buy,0.05,0.05,XAUUSD,4444.953,4443.905,4442.635,4447.717,-0.55,-5.24,user,2026-01-05 22:35:51,2026-01-05 22:37:48,,,,,,,,,,0,-5.79,59.050000000000004
buy,0.05,0.05,XAUUSD,4444.575,4445.431,,,-0.55,4.28,user,2026-01-05 22:41:29,2026-01-05 22:43:06,,,,,,,,,,0,3.7300000000000004,62.78
buy,0.05,0.05,XAUUSD,4445.698,4445.533,,4455.468,-0.55,-0.82,user,2026-01-05 22:41:03,2026-01-05 22:46:38,,,,,,,,,,0,-1.37,61.410000000000004
buy,0.05,0.05,XAUUSD,4447.917,4451.307,,4454.958,-0.55,16.95,user,2026-01-05 22:49:16,2026-01-05 22:50:15,,,,,,,,,,0,16.4,77.81
buy,0.01,0.01,XAUUSD,4453.257,4448.102,,,-0.11,-5.16,user,2026-01-05 22:52:53,2026-01-05 22:56:55,,,,,,,,,,0,-5.2700000000000005,72.54
buy,0.01,0.01,XAUUSD,4452.308,4448.102,,,-0.11,-4.21,user,2026-01-05 22:55:06,2026-01-05 22:56:55,,,,,,,,,,0,-4.32,68.22
buy,0.01,0.01,XAUUSD,4451.729,4448.102,,,-0.11,-3.63,user,2026-01-05 22:55:23,2026-01-05 22:56:55,,,,,,,,,,0,-3.7399999999999998,64.47999999999999
buy,0.05,0.05,XAUUSD,4448.874,4442.677,,4457.245,-0.55,-30.98,user,2026-01-05 22:57:05,2026-01-05 22:59:37,,,,,,,,,,0,-31.53,32.95
buy,0.05,0.05,XAUUSD,4444.142,4439.378,4439.378,4452.498,-0.55,-23.82,sl,2026-01-05 22:59:13,2026-01-05 23:00:15,,,,,,,,,,0,-24.37,8.579999999999998
sell,0.05,0.05,XAUUSD,4440.188,4441.793,4445.067,4431.947,-0.55,-8.03,so,2026-01-05 23:00:54,2026-01-05 23:01:03,,,,,,,,,,0,-8.58,0.0
